variant,cfg,arm,floor,sp_mean,sp_median,sp_excluded,wape_median,interval80,mase_median_fc,sp_0.1,sp_0.5,sp_0.8,sp_0.9,sp_0.95,sp_0.99,sp_low,sp_mid,sp_high,cov_hi_0.8,cov_lo_0.8,tie_0.8,zero_share_0.8,raw_cov_0.8,status_0.8,cov_hi_0.8_low,cov_lo_0.8_low,cov_hi_0.8_mid,cov_lo_0.8_mid,cov_hi_0.8_high,cov_lo_0.8_high,cov_hi_0.9,cov_lo_0.9,tie_0.9,zero_share_0.9,raw_cov_0.9,status_0.9,cov_hi_0.9_low,cov_lo_0.9_low,cov_hi_0.9_mid,cov_lo_0.9_mid,cov_hi_0.9_high,cov_lo_0.9_high,cov_hi_0.95,cov_lo_0.95,tie_0.95,zero_share_0.95,raw_cov_0.95,status_0.95,cov_hi_0.95_low,cov_lo_0.95_low,cov_hi_0.95_mid,cov_lo_0.95_mid,cov_hi_0.95_high,cov_lo_0.95_high,cov_hi_0.99,cov_lo_0.99,tie_0.99,zero_share_0.99,raw_cov_0.99,status_0.99,cov_hi_0.99_low,cov_lo_0.99_low,cov_hi_0.99_mid,cov_lo_0.99_mid,cov_hi_0.99_high,cov_lo_0.99_high,fold,P,n_fit,fit_seconds,n_rounds,hit_cap,crossing_share
raw,"{""max_depth"": 6, ""min_child_weight"": 5}",base,,0.49357,0.22035,0,0.34601,0.84917,1.81904,0.35346,0.90952,0.70039,0.47865,0.29022,0.22919,0.97927,0.25455,0.25414,0.82222,0.76889,0.05333,0.0,0.76889,consistent,0.88047,0.79882,0.80611,0.75248,0.78083,0.75583,0.90333,0.87333,0.03,0.0,0.87333,consistent,0.94949,0.91246,0.89439,0.85231,0.86667,0.85583,0.95389,0.93556,0.01833,0.0,0.93556,consistent,0.97811,0.9596,0.95132,0.92657,0.9325,0.92083,0.99556,0.99556,0.0,0.0,0.99556,consistent,1.0,1.0,1.0,1.0,0.98667,0.98667,F4,14,346371,328.3,1000,True,0.0
norm,"{""max_depth"": 6, ""min_child_weight"": 5}",base,0.14286,0.4587,0.1965,0,0.35058,0.84833,1.83353,0.35349,0.91676,0.70195,0.43524,0.2549,0.08988,0.90977,0.23978,0.23325,0.82056,0.76444,0.05611,0.0,0.76444,consistent,0.86869,0.77778,0.80033,0.74587,0.79333,0.77,0.90917,0.87306,0.03611,0.0,0.87306,consistent,0.93939,0.90152,0.89356,0.84653,0.895,0.87167,0.96028,0.94028,0.02,0.0,0.94028,consistent,0.97391,0.94697,0.9571,0.93399,0.95,0.94,0.995,0.99194,0.00306,0.0,0.99194,consistent,0.99411,0.9899,0.9967,0.99422,0.99417,0.99167,F4,14,346371,390.1,997,False,0.0
norm,"{""max_depth"": 6, ""min_child_weight"": 30}",ev,0.14286,0.20575,0.17629,2,0.3385,0.86694,0.76769,0.14547,0.38384,0.30629,0.21005,0.13524,0.05359,0.22251,0.20949,0.18534,0.86222,0.80583,0.05639,0.00139,0.80722,consistent,0.90909,0.83165,0.85479,0.7962,0.82333,0.79,0.93167,0.90417,0.0275,0.0,0.90417,consistent,0.95286,0.92088,0.92822,0.89439,0.91417,0.8975,0.96556,0.9525,0.01306,0.0,0.9525,consistent,0.98232,0.9638,0.96205,0.94719,0.9525,0.94667,0.99722,0.995,0.00222,0.0,0.995,consistent,0.99832,0.99411,0.99835,0.99587,0.995,0.995,F1,10,265671,388.6,989,False,0.0
norm,"{""max_depth"": 6, ""min_child_weight"": 30}",xs,0.14286,0.21566,0.18805,2,0.31567,0.84306,0.80961,0.1564,0.40481,0.32166,0.21635,0.13859,0.05617,0.22291,0.22517,0.1988,0.84222,0.79556,0.04667,0.0025,0.79806,consistent,0.8931,0.82576,0.82673,0.77888,0.8075,0.7825,0.91333,0.88722,0.02611,0.0,0.88722,consistent,0.9436,0.91582,0.90429,0.87541,0.8925,0.87083,0.95861,0.94278,0.01583,0.0,0.94278,consistent,0.97896,0.9537,0.94719,0.93482,0.95,0.94,0.99583,0.99417,0.00167,0.0,0.99417,consistent,0.99832,0.99495,0.99505,0.9934,0.99417,0.99417,F1,14,264471,321.5,998,False,0.0
norm,"{""max_depth"": 6, ""min_child_weight"": 30}",ev,0.14286,0.22509,0.17502,2,0.35956,0.885,0.8064,0.14472,0.4032,0.33809,0.24024,0.1603,0.06399,0.23423,0.22439,0.21675,0.85333,0.79889,0.05444,0.00361,0.80194,consistent,0.91919,0.84259,0.85231,0.79868,0.78917,0.75583,0.92694,0.89611,0.03083,0.0,0.89611,consistent,0.96296,0.92593,0.92492,0.89109,0.89333,0.87167,0.95944,0.94306,0.01639,0.0,0.94306,consistent,0.9798,0.96549,0.96287,0.94059,0.93583,0.92333,0.99583,0.99389,0.00194,0.0,0.99389,consistent,0.99579,0.99411,0.99835,0.99505,0.99333,0.9925,F2,10,290871,403.6,999,False,0.0
norm,"{""max_depth"": 6, ""min_child_weight"": 30}",xs,0.14286,0.23763,0.18387,2,0.34124,0.86694,0.84753,0.16143,0.42376,0.35189,0.25088,0.16662,0.07118,0.24463,0.23515,0.23322,0.84722,0.80222,0.045,0.00167,0.80389,consistent,0.90909,0.85774,0.85314,0.79785,0.78,0.75167,0.91889,0.89444,0.02444,0.0,0.89444,consistent,0.9638,0.92929,0.92409,0.89439,0.86917,0.86,0.95639,0.94417,0.01222,0.0,0.94417,consistent,0.98064,0.9638,0.9604,0.94802,0.92833,0.92083,0.99389,0.99333,0.00056,0.0,0.99333,consistent,0.99411,0.99242,0.99505,0.99505,0.9925,0.9925,F2,14,289671,347.2,1000,True,0.0
norm,"{""max_depth"": 6, ""min_child_weight"": 30}",ev,0.14286,0.21954,0.18257,1,0.36835,0.86111,0.82854,0.15727,0.41427,0.3323,0.22359,0.13906,0.05076,0.22355,0.22117,0.21397,0.845,0.78917,0.05583,0.00167,0.79083,consistent,0.90404,0.83249,0.82591,0.76155,0.80583,0.77417,0.91333,0.88167,0.03167,0.0,0.88167,consistent,0.95118,0.90152,0.90264,0.86634,0.88667,0.8775,0.95944,0.93611,0.02333,0.0,0.93611,consistent,0.97643,0.95286,0.95875,0.92162,0.94333,0.93417,0.99667,0.99556,0.00111,0.0,0.99556,consistent,0.99747,0.99747,0.99587,0.99422,0.99667,0.995,F3,10,322371,444.3,1000,True,0.0
norm,"{""max_depth"": 6, ""min_child_weight"": 30}",xs,0.14286,0.22901,0.19446,1,0.33304,0.835,0.86758,0.16939,0.43379,0.34389,0.23091,0.14321,0.05287,0.23472,0.2313,0.2211,0.83472,0.78361,0.05111,0.00056,0.78361,consistent,0.89478,0.82492,0.81023,0.75495,0.8,0.77167,0.90778,0.87889,0.02889,0.0,0.87889,consistent,0.94276,0.90572,0.89356,0.85396,0.8875,0.8775,0.95639,0.93944,0.01694,0.0,0.93944,consistent,0.97138,0.95034,0.95132,0.93069,0.94667,0.9375,0.99583,0.99472,0.00111,0.0,0.99472,consistent,0.99663,0.99495,0.9967,0.99505,0.99417,0.99417,F3,14,321171,396.6,999,False,0.0
norm,"{""max_depth"": 6, ""min_child_weight"": 30}",ev,0.14286,0.38828,0.18627,0,0.36176,0.87833,1.44082,0.28087,0.72041,0.60791,0.41074,0.23415,0.07557,0.73971,0.22531,0.20495,0.85167,0.79083,0.06083,0.0,0.79083,consistent,0.88636,0.80051,0.84241,0.7797,0.82667,0.7925,0.92333,0.88778,0.03556,0.0,0.88778,consistent,0.94781,0.89562,0.91337,0.87129,0.90917,0.89667,0.96444,0.94722,0.01722,0.0,0.94722,consistent,0.97559,0.95707,0.95875,0.94059,0.95917,0.94417,0.99667,0.99361,0.00306,0.0,0.99361,consistent,0.99663,0.99327,0.99752,0.9934,0.99583,0.99417,F4,10,347571,489.9,1000,True,0.0
norm,"{""max_depth"": 6, ""min_child_weight"": 30}",xs,0.14286,0.46079,0.19437,0,0.34818,0.85083,1.81325,0.35452,0.90663,0.70042,0.45213,0.26077,0.09026,0.91918,0.23963,0.23035,0.81861,0.76056,0.05806,0.0,0.76056,consistent,0.87037,0.7803,0.79538,0.73845,0.79083,0.76333,0.90667,0.87139,0.03528,0.0,0.87139,consistent,0.93855,0.89815,0.89439,0.84323,0.8875,0.87333,0.95778,0.94,0.01778,0.0,0.94,consistent,0.97222,0.94697,0.95297,0.93564,0.94833,0.9375,0.995,0.99194,0.00306,0.0,0.99194,consistent,0.99411,0.99074,0.99752,0.9934,0.99333,0.99167,F4,14,346371,402.7,999,False,0.0
